periodo,periodo_inicio,periodo_fin,pagePath,pageTitle,screenPageViews,totalUsers,sessions,engagementRate,averageSessionDuration
actual,2026-07-26,2026-08-11,/40-under-40-2022/,40 Under 40 año 2022: Éxitos de jóvenes visionarios,96,22,25,0.960000,135.43
anterior,2026-07-09,2026-07-25,/business/richard-branson-levantarse-a-las-5-de-la-manana-no-garantiza-el-exito/,Richard Branson: levantarse a las 5 de la mañana no garantiza el éxito - Revista Mercado,96,37,54,1.000000,44.06
actual,2026-07-26,2026-08-11,/category/empresas/brand-content/instituciones-gubernamentales/,Instituciones Gubernamentales Archives - Revista Mercado,96,48,53,1.000000,1.24
actual,2026-07-26,2026-08-11,/category/empresas/brand-content/sector-financiero/,Sector Financiero Archives - Revista Mercado,96,48,52,1.000000,0.09
actual,2026-07-26,2026-08-11,/category/lifestyle/automoviles/,Automóviles Archives - Revista Mercado,96,48,49,1.000000,1.05
actual,2026-07-26,2026-08-11,/category/mercado-women/career/,Career Archives - Revista Mercado,96,48,53,1.000000,0.77
actual,2026-07-26,2026-08-11,/category/sostenibilidad/cambio-climatico/,Cambio Climático Archives - Revista Mercado,96,48,55,1.000000,2.27
actual,2026-07-26,2026-08-11,/category/sostenibilidad/energia-y-minas/,Energía y minas Archives - Revista Mercado,96,48,54,1.000000,0.88
actual,2026-07-26,2026-08-11,/category/technology/ia-innovation/,IA + INNOVATION Archives - Revista Mercado,96,48,52,1.000000,16.47
anterior,2026-07-09,2026-07-25,/empresas/esto-gana-un-ingeniero-en-republica-dominicana-en-2026-segun-el-mercado-laboral/,Esto gana un ingeniero en República Dominicana en 2026,96,42,64,0.953125,61.66
anterior,2026-07-09,2026-07-25,/empresas/las-10-marcas-de-bebidas-mas-valiosas-del-mundo-en-2026-coca-cola-lidera-y-sorprende-el-ranking/,Las 10 marcas de bebidas más valiosas del mundo en 2026: Coca-Cola lidera y sorprende el ranking - Revista Mercado,96,44,59,0.966102,127.71
actual,2026-07-26,2026-08-11,/envios-y-entregas/,Envíos y Entregas - Revista Mercado,96,48,52,1.000000,0.94
actual,2026-07-26,2026-08-11,/medihealth/astrazeneca-negocia-una-megafusion-de-us-400-000-millones-con-bristol-myers-squibb/,AstraZeneca negocia una megafusión de US$ 400.000 millones con Bristol Myers Squibb - Revista Mercado,96,43,59,0.949153,108.81
actual,2026-07-26,2026-08-11,/mercado_interviews/como-el-factoring-esta-cambiando-el-acceso-al-financiamiento-para-las-pymes-en-rd-yean-castaing/,Cómo el factoring está cambiando el acceso al financiamiento para las pymes en RD | Yean Castaing - Revista Mercado,96,47,50,1.000000,17.67
actual,2026-07-26,2026-08-11,/mercado_interviews/financiamiento-verde-agua-y-energia-la-hoja-de-ruta-de-caf-en-rep-dom-daniel-cabrales/,"Financiamiento verde, agua y energía: la hoja de ruta de CAF en Rep. Dom. | Daniel Cabrales - Revista Mercado",96,48,55,1.000000,13.13
actual,2026-07-26,2026-08-11,/mercado_interviews/la-arqueologa-dominicana-que-logro-lo-inimaginable-dra-kathleen-martinez-ep-2/,La arqueóloga dominicana que logró lo inimaginable - Dra. Kathleen Martínez Ep.2 - Revista Mercado,96,48,53,1.000000,2.22
actual,2026-07-26,2026-08-11,/mercado_interviews/la-dura-decision-de-no-ceder-el-proyecto-ni-la-bandera-dominicana-dra-kathleen-martinez-ep-3/,La dura decisión de no ceder el proyecto ni la bandera dominicana - Dra. Kathleen Martínez Ep.3 - Revista Mercado,96,48,51,1.000000,0.09
actual,2026-07-26,2026-08-11,/money-invest/daily-news/japon-predijo-el-terremoto-de-venezuela-el-informe-de-hace-20-anos-que-el-gobierno-ignoro/,¿Japón predijo el terremoto de Venezuela o solo advirtió el riesgo?,96,40,56,0.964286,119.68
anterior,2026-07-09,2026-07-25,/money-invest/daily-news/por-que-el-presidente-de-turquia-regalo-un-arma-a-los-lideres-de-la-otan-el-significado-oculto-de-su-obsequio/,El polémico regalo de Turquía a los líderes de la OTAN explicado,96,44,56,0.946429,213.80
anterior,2026-07-09,2026-07-25,/money-invest/daily-news/presupuesto-republica-dominicana-2027/,¿Cuáles serán las prioridades del Presupuesto de RD 2027?,96,29,57,0.982456,193.21
anterior,2026-07-09,2026-07-25,/money-invest/internacional-economia/ingles-en-latinoamerica-los-paises-con-mejor-nivel-y-quien-queda-atras/,Inglés en Latinoamérica: los países con mejor nivel y quién queda atrás - Revista Mercado,96,42,56,1.000000,89.37
actual,2026-07-26,2026-08-11,/powerful-women-este-2025/,Powerful women este 2025,96,43,48,1.000000,17.07
anterior,2026-07-09,2026-07-25,/products/medihealth/,MediHeatlh - Revista Mercado,96,44,56,1.000000,77.94
actual,2026-07-26,2026-08-11,/technology/ciencia-y-espacio/nasa-desmiente-los-colores-en-la-luna-que-hay-detras-de-las-fotos-de-artemis-ii/,NASA desmiente los colores en la Luna: qué hay detrás de las fotos de Artemis II - Revista Mercado,96,39,59,0.949153,86.23
actual,2026-07-26,2026-08-11,/technology/devices/como-activar-las-alertas-de-terremotos-de-google-en-tu-celular-android-paso-a-paso/,Alertas de terremotos en Android: cómo funcionan y activarlas,96,44,63,1.000000,20.44
actual,2026-07-26,2026-08-11,/technology/la-nueva-aduana-digital-test/,La nueva aduana digital-test - Revista Mercado,96,1,2,1.000000,3865.63
actual,2026-07-26,2026-08-11,/technology/senales-que-indican-que-alguien-accedio-a-tu-whatsapp-y-como-proteger-tu-cuenta/,Señales que indican que alguien accedió a tu WhatsApp y cómo proteger tu cuenta - Revista Mercado,96,44,54,1.000000,104.26
anterior,2026-07-09,2026-07-25,/technology/whatsapp-deja-de-funcionar-en-estos-iphone-en-2026-lista-de-modelos-sin-soporte/,WhatsApp deja de funcionar en estos modelos de iPhone en 2026,96,43,60,1.000000,96.38
anterior,2026-07-09,2026-07-25,/technology/whatsapp-te-delata-asi-sabran-cuando-usas-la-app-sin-abrir-chats/,WhatsApp te delata: así sabrán cuándo usas la app sin abrir chats - Revista Mercado,96,41,51,1.000000,85.46
actual,2026-07-26,2026-08-11,/actualidad/pavel-durov-fundador-de-telegram-es-buscado-por-rusia-por-presuntos-delitos-de-terrorismo/,"Pável Dúrov, fundador de Telegram, es buscado por Rusia por presuntos delitos de terrorismo - Revista Mercado",95,47,57,1.000000,139.49
actual,2026-07-26,2026-08-11,/empresas/sport-business/el-otro-lado-del-medallero-los-deportes-que-no-aportaron-preseas-a-rd/,¿Qué deportes no dieron medallas a RD en 2026?,95,44,58,0.982759,247.07
anterior,2026-07-09,2026-07-25,/lifestyle/experiencias/cuales-son-los-lugares-mas-costosos-para-viajar-la-lista-definitiva-del-turismo-de-ultra-lujo/,Los destinos de lujo más caros del mundo para viajar en 2026,95,41,60,0.966667,186.12
anterior,2026-07-09,2026-07-25,/lifestyle/experiencias/que-tan-felices-son-los-dominicanos-el-lugar-que-ocupa-el-pais-en-el-ranking-global-de-bienestar/,República Dominicana sube en el ranking de felicidad 2026,95,46,64,0.968750,78.10
actual,2026-07-26,2026-08-11,/money-invest/daily-news/por-que-estan-ocurriendo-tantos-incendios-en-comercios-viviendas-y-vehiculos-en-republica-dominicana/,¿Por qué se registran más incendios en República Dominicana?,95,42,61,0.950820,96.21
actual,2026-07-26,2026-08-11,/post_author/ashley-presinal/,Ashley Presinal Archives - Revista Mercado,95,45,48,1.000000,3.56
anterior,2026-07-09,2026-07-25,/technology/devices/cuales-son-los-nuevos-cambios-de-whatsapp-para-usuarios-de-iphone-ipad-y-carplay/,"WhatsApp mejora CarPlay, iPad y Estados con nuevas funciones",95,39,53,0.962264,73.22
anterior,2026-07-09,2026-07-25,/actualidad/calendario-lunar-2026-los-dias-que-debes-evitar-para-cortarte-el-cabello/,Calendario lunar 2026: los días que debes evitar para cortarte el cabello  - Revista Mercado,94,43,59,1.000000,44.94
actual,2026-07-26,2026-08-11,/actualidad/resultados-de-la-loteria-nacional-de-este-miercoles-20-de-mayo-de-2026/,Lotería: Números ganadores para verificar hoy - Revista Mercado,94,32,50,1.000000,35.21
actual,2026-07-26,2026-08-11,/actualidad/resultados-de-leidsa-del-miercoles-24-de-junio-de-2026/,Resultados de Leidsa del miércoles 24 de junio de 2026 - Revista Mercado,94,35,57,1.000000,81.10
actual,2026-07-26,2026-08-11,/category/country-report/rd/,RD Archives - Revista Mercado,94,47,50,1.000000,0.19
actual,2026-07-26,2026-08-11,/category/editorial/,Editorial revista mercado,94,46,53,1.000000,15.90
actual,2026-07-26,2026-08-11,/category/empresas/brand-business/,Brand Business Archives - Revista Mercado,94,47,55,1.000000,1.40
actual,2026-07-26,2026-08-11,/category/empresas/brand-content/sector-industrias/,Sector Industrias Archives - Revista Mercado,94,47,49,1.000000,0.62
actual,2026-07-26,2026-08-11,/category/lifestyle/viajes/,Viajes Archives - Revista Mercado,94,47,50,1.000000,0.15
actual,2026-07-26,2026-08-11,/category/market-brief/bolsa-de-valores/,Bolsa de valores Archives - Revista Mercado,94,47,51,1.000000,51.17
actual,2026-07-26,2026-08-11,/category/market-brief/finanzas/,Finanzas Archives - Revista Mercado,94,47,50,1.000000,0.41
anterior,2026-07-09,2026-07-25,/ceo-edition-2024/,CEO Edition 2024 - Revista Mercado,94,7,7,1.000000,501.90
actual,2026-07-26,2026-08-11,/construccion/real-estate/us109-millones-la-nueva-inversion-inmobiliaria-de-amancio-ortega/,"US$109 millones, la nueva inversión inmobiliaria de Amancio Ortega",94,47,48,1.000000,0.00
actual,2026-07-26,2026-08-11,/empresas/grupo-joseda-presenta-meridiano-18-el-nuevo-work-life-district-de-cap-cana/,Meridiano 18: Un Nuevo Proyecto en Cap Cana,94,47,52,1.000000,8.68
actual,2026-07-26,2026-08-11,/event-detail/40-under-40-santo-domingo-2026/,40 Under 40 – Santo Domingo 2026,94,45,51,0.980392,10.45
actual,2026-07-26,2026-08-11,/mercado_interviews/bonos-tematicos-nueva-oportunidad-de-inversion-andres-felipe-sanchez-climate-bonds-initiative/,Bonos Temáticos: Nueva oportunidad de inversión - Andrés Felipe Sánchez - Climate Bonds Initiative - Revista Mercado,94,47,52,1.000000,0.14
actual,2026-07-26,2026-08-11,/mercado_interviews/cuando-un-milimetro-cambia-una-vida-la-precision-detras-de-la-cirugia-robotica-rene-sotelo/,Cuando un milímetro cambia una vida: la precisión detrás de la cirugía robótica | Rene Sotelo - Revista Mercado,94,47,49,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado_interviews/el-inicio-del-viaje-tras-la-pista-de-cleopatra-dra-kathleen-martinez-ep-1/,El inicio del viaje tras la pista de Cleopatra - Dra. Kathleen Martínez Ep.1 - Revista Mercado,94,47,48,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado_interviews/grupo-mersa-apuesta-por-sistemas-constructivos-modernos-para-acelerar-obras-sin-sacrificar-calidad/,Grupo Mersa apuesta por sistemas constructivos modernos para acelerar obras sin sacrificar calidad - Revista Mercado,94,47,52,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado_interviews/tercera-generacion-una-misma-palabra-liderar-respetando-el-tiempo-y-el-equipo-alejandro-fondeur/,"Tercera generación, una misma palabra: liderar respetando el tiempo y el equipo | Alejandro Fondeur - Revista Mercado",94,47,55,1.000000,6.00
actual,2026-07-26,2026-08-11,/mercado_interviews/valores-pilares-de-la-cultura-organizacional-y-continuidad-empresarial-jaime-ozores/,"Valores, pilares de la cultura organizacional y continuidad empresarial - Jaime Ozores - Revista Mercado",94,47,53,1.000000,0.00
actual,2026-07-26,2026-08-11,/money-invest/daily-news/prestamos-aprobados-congreso-rd-endeudamiento-2026/,"El Congreso da luz verde a US$10,000 millones en endeudamiento",94,39,63,0.984127,101.60
actual,2026-07-26,2026-08-11,/politica-de-cambios-y-devoluciones/,Política de cambios y devoluciones - Revista Mercado,94,47,55,0.981818,6.16
actual,2026-07-26,2026-08-11,/politica-de-pago/,Política de pago - Revista Mercado,94,47,52,1.000000,10.65
anterior,2026-07-09,2026-07-25,/turismo/cuales-son-los-hoteles-mejor-valorados-en-punta-cana-hoy-la-lista-oficial-de-tripadvisor/,"Los 15 mejores hoteles en Punta Cana, según Tripadvisor (2026)",94,43,57,0.964912,121.96
actual,2026-07-26,2026-08-11,/vision-emprendedora/industrias-macier-40-anos-de-innovacion-dominicana/,Industrias Macier: 40 años de innovación dominicana - Revista Mercado,94,45,51,1.000000,14.84
actual,2026-07-26,2026-08-11,/category/money-invest/republica-dominicana/,República Dominicana Archives - Revista Mercado,93,47,54,1.000000,1.81
anterior,2026-07-09,2026-07-25,/empresas/donde-trabajar-en-el-extranjero-en-2026-los-10-paises-con-mejores-salarios/,¿Dónde trabajar en el extranjero en 2026? Los 10 países con mejores salarios - Revista Mercado,93,39,46,1.000000,114.82
anterior,2026-07-09,2026-07-25,/mercado-exchange/las-7-claves-que-dejo-vision-emprendedora-2025/,Las 7 claves que dejó Visión Emprendedora 2025  - Revista Mercado,93,35,53,0.943396,62.57
actual,2026-07-26,2026-08-11,/mercado-women/leadership/michelle-obama-como-candidata-presidencial/,¿Está EE. UU. listo para Michelle Obama en la Casa Blanca?,93,42,58,0.931034,196.15
anterior,2026-07-09,2026-07-25,/mercado-women/working-monthers/princesa-leonor-traje/,Princesa Leonor: El poder del traje como símbolo de liderazgo,93,41,55,1.000000,43.15
actual,2026-07-26,2026-08-11,/money-invest/daily-news/records-espana-campeona-mundial-2026-2/,Récords de España tras ganar el Mundial 2026,93,40,48,1.000000,99.70
actual,2026-07-26,2026-08-11,/money-invest/republica-dominicana/ranking-los-terremotos-mas-poderosos-que-han-sacudido-la-republica-dominicana/,Terremoto hoy en RD: Ranking de los terremotos más poderosos que han sacudido la República Dominicana - Revista Mercado,93,19,25,1.000000,289.33
actual,2026-07-26,2026-08-11,/technology/artificial-intelligence/meta-desafia-a-chatgpt-y-claude-con-su-primera-ia-para-programar-asi-funciona-muse-code/,Meta desafía a ChatGPT y Claude con su primera IA para programar: así funciona Muse Code - Revista Mercado,93,46,65,0.907692,78.46
anterior,2026-07-09,2026-07-25,/40-under-40-2024-sd/,40 Under 40 2024 - Revista Mercado,92,8,16,0.937500,437.27
anterior,2026-07-09,2026-07-25,/business/elon-musk-y-sam-altman-se-acusan-de-enganar-a-inversionistas-mientras-openai-y-spacex-compiten-por-el-liderazgo-de-la-ia/,Elon Musk y Sam Altman se acusan de engañar a inversionistas mientras OpenAI y SpaceX compiten por el liderazgo de la IA - Revista Mercado,92,31,57,0.947368,210.47
actual,2026-07-26,2026-08-11,/category/caudal-de-desarrollo/,Caudal de Desarrollo Archives - Revista Mercado,92,46,50,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/ediciones-especiales/empresas-mas-admiradas/,Empresas Más Admiradas Archives - Revista Mercado,92,46,46,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/empresas/generations/,Generations Archives - Revista Mercado,92,46,51,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/empresas/marketing/,Marketing Archives - Revista Mercado,92,46,49,1.000000,5.63
actual,2026-07-26,2026-08-11,/category/entrepreneur/,Entrepreneur Archives - Revista Mercado,92,46,48,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/market-order/affairs/,Affairs Archives - Revista Mercado,92,46,50,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/medihealth/expert/,Expert Archives - Revista Mercado,92,46,50,1.000000,0.93
anterior,2026-07-09,2026-07-25,/category/perfiles/,Perfiles Archives - Revista Mercado,92,46,54,1.000000,0.86
actual,2026-07-26,2026-08-11,/category/podcast/,Podcast Archives - Revista Mercado,92,46,50,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/politica/,Política Archives - Revista Mercado,92,46,49,1.000000,0.10
actual,2026-07-26,2026-08-11,/category/technology/devices/,Devices Archives - Revista Mercado,92,46,47,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/technology/gaming/,Gaming Archives - Revista Mercado,92,46,52,1.000000,0.10
actual,2026-07-26,2026-08-11,/category/wellbeing/,Wellbeing Archives - Revista Mercado,92,46,49,1.000000,0.00
actual,2026-07-26,2026-08-11,/empresas/asesoria-juridica-estrategica-jdd-hiraldo-perez/,JDD Hiraldo Pérez: asesoría jurídica estratégica con visión humana,92,45,48,1.000000,20.58
actual,2026-07-26,2026-08-11,/empresas/brand-content/juntos-somos-mejores/,Juntos somos mejores - Revista Mercado,92,45,50,1.000000,25.71
actual,2026-07-26,2026-08-11,/empresas/brand-content/sector-industrias/multi-empaques-redefine-el-futuro-del-embalaje/,MULTI EMPAQUES redefine el futuro del embalaje - Revista Mercado,92,46,53,0.981132,4.85
actual,2026-07-26,2026-08-11,/empresas/brand-content/tecnologia-al-servicio-agricola/,Tecnología al servicio agrícola - Revista Mercado,92,42,56,0.982143,57.27
actual,2026-07-26,2026-08-11,/empresas/juan-tomas-diaz-lider-de-proyectos-innovadores-por-y-para-los-dominicanos/,"Juan Tomás Díaz, líder de proyectos innovadores",92,38,51,0.921569,104.33
actual,2026-07-26,2026-08-11,/empresas/ranking-las-10-empresas-con-mas-empleados-en-el-mundo-en-2025/,Ranking: Las 10 empresas con más empleados en el mundo en 2025 - Revista Mercado,92,41,53,0.981132,223.54
actual,2026-07-26,2026-08-11,/empresas/sport-business/juegos-centroamericanos-y-del-caribe-100-anos-de-historia-y-republica-dominicana-como-sede-que-transforma-el-deporte-en-oportunidad/,Juegos Centroamericanos y del Caribe: 100 años de historia y República Dominicana como sede que transforma el deporte en oportunidad - Revista Mercado,92,39,57,0.964912,153.62
actual,2026-07-26,2026-08-11,/event/the-best-of-dr/,The Best of DR,92,29,57,0.894737,188.02
anterior,2026-07-09,2026-07-25,/lifestyle/experiencias/santo-domingo-este-fin-de-semana-los-mejores-planes-para-disfrutar-la-ciudad/,Qué hacer en Santo Domingo: 7 planes para este fin de semana,92,43,55,0.981818,185.25
actual,2026-07-26,2026-08-11,/lifestyle/viajes/las-ciudades-que-siguen-dominando-el-turismo-global-en-2026/,Las 10 ciudades más visitadas 2026 y su encanto - Revista Mercado,92,41,57,1.000000,52.24
anterior,2026-07-09,2026-07-25,/market-order/affairs/santo-domingo-avanza-20-puestos-en-el-indice-global-del-ecosistema-de-startups-2026/,Santo Domingo avanza 20 puestos en el “Índice Global del Ecosistema de Startups 2026”. - Revista Mercado,92,34,48,0.958333,117.44
actual,2026-07-26,2026-08-11,/mercado_interviews/por-que-gana-el-populismo-albert-rivera-lo-explica-desde-dentro-de-la-politica/,¿Por qué gana el populismo? Albert Rivera lo explica desde dentro de la política - Revista Mercado,92,46,50,1.000000,0.01
actual,2026-07-26,2026-08-11,/money-invest/banco-bhd-avanza-en-su-transformacion-digital/,Banco BHD avanza en su transformación digital - Revista Mercado,92,44,49,0.979592,95.72
anterior,2026-07-09,2026-07-25,/money-invest/daily-news/cuanto-tiempo-duran-las-nuevas-cedulas-en-republica-dominicana-asi-cambia-la-vigencia-segun-tu-edad/,¿Cuánto tiempo duran las nuevas cédulas en República Dominicana? Así cambia la vigencia según tu edad - Revista Mercado,92,35,56,0.982143,219.68
actual,2026-07-26,2026-08-11,/money-invest/daily-news/nueva-cedula-en-rd-donde-sacarla-y-en-cuales-centros-necesitas-cita/,Nueva cédula en RD: dónde sacarla y centros que requieren cita,92,43,63,0.920635,132.54
actual,2026-07-26,2026-08-11,/post_author/eddili-hierro/,Eddilí Hierro Archives - Revista Mercado,92,46,49,1.000000,0.88
anterior,2026-07-09,2026-07-25,/products/technology/,Revista Technology - Revista Mercado,92,43,53,0.962264,217.86
anterior,2026-07-09,2026-07-25,/technology/senales-que-indican-que-alguien-accedio-a-tu-whatsapp-y-como-proteger-tu-cuenta/,Señales que indican que alguien accedió a tu WhatsApp y cómo proteger tu cuenta - Revista Mercado,92,46,61,0.983607,27.55
anterior,2026-07-09,2026-07-25,/40-under-40-norte-2024/,40 Under 40 región norte año 2024 - Revista Mercado,91,21,25,1.000000,90.13
anterior,2026-07-09,2026-07-25,/actualidad/cuando-empieza-el-torneo-de-beisbol-lidom-2026-2027-ya-hay-fecha-oficial/,LIDOM confirma fecha de inicio de la temporada 2026-2027,91,35,56,0.946429,207.61
anterior,2026-07-09,2026-07-25,/actualidad/resultados-de-la-loteria-nacional-de-este-viernes-15-de-mayo-de-2026/,Lotería: Números Ganadores de Hoy - Revista Mercado,91,40,55,1.000000,28.76
actual,2026-07-26,2026-08-11,/category/emprender/,Emprender Archives - Revista Mercado,91,46,50,0.980000,0.00
actual,2026-07-26,2026-08-11,/category/hoteles/,Hoteles Archives - Revista Mercado,91,46,50,1.000000,0.37
actual,2026-07-26,2026-08-11,/category/tecnologia/,Tecnología Archives - Revista Mercado,91,46,51,1.000000,0.16
anterior,2026-07-09,2026-07-25,/lifestyle/experiencias/asi-es-el-exclusivo-baul-de-louis-vuitton-que-resguarda-la-copa-del-mundial-2026/,Louis Vuitton presenta el baúl oficial de la Copa Mundial 2026,91,36,49,0.979592,159.14
actual,2026-07-26,2026-08-11,/money-invest/daily-news/el-nacional-apaga-sus-imprentas-el-historico-periodico-dominicano-dice-adios-a-su-formato-impreso/,El Nacional pone fin a su edición impresa en República Dominicana,91,33,46,1.000000,90.28
actual,2026-07-26,2026-08-11,/products/who-is-who/,Who is Who - Revista Mercado,91,43,51,0.980392,7.58
actual,2026-07-26,2026-08-11,/technology/devices/los-celulares-en-los-que-dejara-de-funcionar-el-asistente-de-google-desde-el-4-de-septiembre/,Celulares en los que dejará de funcionar el Asistente de Google,91,43,60,1.000000,113.05
anterior,2026-07-09,2026-07-25,/,(not set),90,52,75,1.000000,48.19
anterior,2026-07-09,2026-07-25,/40-under-40-este-2024/,40 Under 40 región Este año 2024: Líderes que Inspiran,90,31,38,1.000000,113.05
anterior,2026-07-09,2026-07-25,/actualidad/partidos-del-mundial-2026-hoy-viernes-3-de-julio-horarios-en-rd-donde-ver-futbol-en-vivo/,"Partidos del Mundial 2026 HOY, viernes 3 de julio: horarios en RD, dónde ver fútbol en vivo - Revista Mercado",90,40,48,0.958333,16.87
anterior,2026-07-09,2026-07-25,/actualidad/resultados-de-la-loteria-nacional-de-este-viernes-16-de-mayo-de-2026/,Lotería: Números Ganadores Actualizados - Revista Mercado,90,28,45,0.977778,148.14
actual,2026-07-26,2026-08-11,/actualidad/resultados-de-leidsa-del-miercoles-1-de-julio-de-2026-en-republica-dominicana/,Resultados de Leidsa del miércoles 1 de julio en RD,90,40,56,1.000000,55.78
actual,2026-07-26,2026-08-11,/category/bloomberg/,Bloomberg Archives - Revista Mercado,90,45,52,1.000000,0.00
anterior,2026-07-09,2026-07-25,/category/brandvoice/,Brand Voice Archives - Revista Mercado,90,43,46,1.000000,3.63
anterior,2026-07-09,2026-07-25,/category/construccion/,Construcción Archives - Revista Mercado,90,45,52,1.000000,14.41
actual,2026-07-26,2026-08-11,/category/corebusiness/,CoreBusiness Archives - Revista Mercado,90,45,48,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/empresarios-del-ano/,Empresarios del año Archives - Revista Mercado,90,45,51,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/empresas/brand-content/sector-automotriz/,Sector Automotriz Archives - Revista Mercado,90,45,47,1.000000,0.44
actual,2026-07-26,2026-08-11,/category/empresas/brand-content/sector-call-center/,Sector Call Center Archives - Revista Mercado,90,45,51,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/hibirdos/,Eventos Híbridos Archives - Revista Mercado,90,45,52,1.000000,0.11
actual,2026-07-26,2026-08-11,/category/instituciones-gubernamentales/,Instituciones Gubernamentales Archives - Revista Mercado,90,45,46,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/medicina-ilustre/,Medicina Ilustre Archives - Revista Mercado,90,45,51,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/technology/development/,Development Archives - Revista Mercado,90,45,50,1.000000,0.00
actual,2026-07-26,2026-08-11,/category/technology/robotic/,Robotic Archives - Revista Mercado,90,45,48,1.000000,0.19
actual,2026-07-26,2026-08-11,/category/technology/techleaders/,Tech Leaders Archives - Revista Mercado,90,45,49,1.000000,0.52
actual,2026-07-26,2026-08-11,/empresas/brand-content/50-anos-inspirando-a-un-pais-a-convertirse-en-catadores/,50 años inspirando a un país a convertirse en Catadores - Revista Mercado,90,42,54,0.944444,46.28
actual,2026-07-26,2026-08-11,/empresas/brand-content/tu-salud-tu-eleccion-amadita-mujer-te-empodera/,"Tu salud, tu elección: Amadita Mujer te empodera",90,45,47,1.000000,0.00
anterior,2026-07-09,2026-07-25,/empresas/sport-business/cuanto-dinero-gana-una-seleccion-por-clasificar-a-octavos-de-final-del-mundial-2026/,¿Cuánto dinero gana una selección por clasificar a octavos de final del Mundial 2026? - Revista Mercado,90,39,57,1.000000,195.12
actual,2026-07-26,2026-08-11,/event/business-forum-usa/,Business Forum USA,90,25,46,0.956522,170.00
anterior,2026-07-09,2026-07-25,/market-order/retratos/la-casa-blanca-ha-liderado-al-real-madrid-en-una-etapa-que-ya-se-considera-la-mas-exitosa-de-la-historia-del-club/,La Casa Blanca Ha liderado al Real Madrid en una etapa que ya se considera la más exitosa de la historia del club - Revista Mercado,90,31,42,1.000000,19.34
anterior,2026-07-09,2026-07-25,/mercado-women/executive-profiles/mexico-71-primer-mundial-de-futbol-femenino/,México 71: el Mundial femenino que la FIFA borró de la historia,90,40,55,0.981818,239.04
actual,2026-07-26,2026-08-11,/mercado-women/leadership/yulia-navalnaya-heredera-de-la-disidencia-rusa/,Yulia Naválnaya y la herencia política más peligrosa de Rusia,90,37,57,0.947368,100.09
actual,2026-07-26,2026-08-11,/mercado_interviews/azul-disruptores-de-los-pagos-digitales/,AZUL: Disruptores de los pagos digitales - Revista Mercado,90,45,50,1.000000,0.09
actual,2026-07-26,2026-08-11,/mercado_interviews/la-importancia-del-legado-familiar-en-las-empresas-patricia-janiot/,La importancia del legado familiar en las empresas - Patricia Janiot - Revista Mercado,90,45,51,1.000000,0.00
actual,2026-07-26,2026-08-11,/mercado_interviews/la-salud-financiera-de-un-pais-refleja-la-salud-de-sus-ciudadanos-market-brief-summit-2024/,"""La salud financiera de un país refleja la salud de sus ciudadanos"" - Market Brief Summit 2024 - Revista Mercado",90,45,48,1.000000,0.08
actual,2026-07-26,2026-08-11,/mercado_interviews/legado-resiliencia-empresas-familiares-sector-automotriz-dominicano/,El legado y la resiliencia de las empresas familiares en el sector automotriz dominicano: Un panel inspirador - Revista Mercado,90,45,49,1.000000,0.19
actual,2026-07-26,2026-08-11,/money-invest/china-responde-a-los-nuevos-aranceles-de-ee-uu-y-acusa-a-washington-de-manipulacion-politica/,China responde a los nuevos aranceles de EE. UU. y acusa a Washington de manipulación política - Revista Mercado,90,44,56,1.000000,115.89
anterior,2026-07-09,2026-07-25,/money-invest/daily-news/cedulacion-en-rd-horarios-centros-24-horas-y-como-sacar-tu-cedula-rapido/,Horarios de cedulación en RD: centros y atención 24 horas,90,39,52,0.980769,119.37
anterior,2026-07-09,2026-07-25,/money-invest/daily-news/nuevo-impuesto-aereo-republica-dominicana-pasajes-avion/,Nuevo impuesto aéreo en RD: por qué aumentan pasajes de avión,90,42,56,1.000000,270.11
anterior,2026-07-09,2026-07-25,/money-invest/los-paises-mas-endeudados-de-america-latina-en-2026-quien-lidera-la-crisis/,América Latina y la Deuda Pública en 2026 - Revista Mercado,90,39,55,1.000000,132.67
anterior,2026-07-09,2026-07-25,/rankings/portada-mejores-empresas-para-trabajar-en-rd-2019/,Portada Mejores Empresas Para Trabajar en RD 2019 - Revista Mercado,90,7,20,1.000000,308.70
actual,2026-07-26,2026-08-11,/technology/whatsapp-te-delata-asi-sabran-cuando-usas-la-app-sin-abrir-chats/,WhatsApp te delata: así sabrán cuándo usas la app sin abrir chats - Revista Mercado,90,41,55,0.981818,155.87
